Direction,Scenario,Landuse,Gen,Rep,Year,Alive,Starved,Winter_Kill,Predation,Stochastic_Death,Left_Map,Failed_to_Establish,Total_Dispersers,EnergyLevel_Mean,Stdev,Sterr,Variance,PercepDist_Mean,Stdev,Sterr,Variance,StepDist_Mean,Stdev,Sterr,Variance,     TotalDist_Mean,Stdev,Sterr,Variance,Tortuosity_Mean,Stdev,Sterr,Variance,SLDist_Mean,Stdev,Sterr,Variance,TimeSteps_Mean,TimeSteps_SD,Males,Females,ResCount,MaxDispersal
EW,C45,NLU,1,7,2011,6,3,0,1,0,0,0,10,5190.95,466.46,190.43,217583.68,100.00,0.00,0.00,0.00,268.83,17.33,7.07,300.25,201649.30,108878.78,44449.57,11854588155.55,455.88,736.06,300.50,541789.26,1915.71,2016.13,823.08,4064794.21,1927.17,1003.90,6,4,18,4819.55632788
EW,C45,NLU,1,8,2011,6,4,0,0,0,0,0,10,5317.35,215.38,87.93,46389.75,100.00,0.00,0.00,0.00,270.17,11.13,4.55,123.95,304615.21,166324.85,67901.84,27663956656.52,39.36,24.87,10.15,618.39,9810.11,5425.18,2214.82,29432543.85,2921.33,1577.92,4,6,45,15137.4720352
EW,C45,NLU,1,9,2011,6,3,0,1,0,0,0,10,5249.18,372.51,152.08,138765.08,100.00,0.00,0.00,0.00,267.43,15.23,6.22,232.09,298332.74,138631.10,56595.91,19218582079.98,137.39,154.11,62.91,23748.68,4517.33,4676.21,1909.06,21866967.61,2896.50,1356.91,6,4,17,13348.6555973
EW,C85,NLU,1,1,2011,7,3,0,0,0,0,0,10,5387.73,240.35,90.84,57766.09,100.00,0.00,0.00,0.00,269.35,14.33,5.42,205.49,173451.55,56401.56,21317.79,3181136306.98,56.77,53.89,20.37,2904.08,6447.85,5233.21,1977.97,27386532.53,1656.43,491.31,6,4,36,14484.9191938
EW,C85,NLU,1,10,2011,6,2,0,2,0,0,0,10,5175.52,597.41,243.89,356894.04,100.00,0.00,0.00,0.00,272.36,16.37,6.68,267.88,186734.70,80328.70,32794.06,6452700612.48,44.87,45.73,18.67,2090.90,6995.39,4651.13,1898.82,21633055.15,1757.17,675.08,5,5,36,13328.2455376
EW,C85,NLU,1,2,2011,7,1,0,0,0,0,2,10,5320.38,318.93,120.54,101713.32,100.00,0.00,0.00,0.00,265.25,14.24,5.38,202.64,233994.16,123463.09,46664.66,15243134515.46,73.68,83.84,31.69,7028.64,8504.47,6848.96,2588.67,46908310.87,2282.14,1144.31,5,5,43,19283.2388408
EW,C85,NLU,1,3,2011,3,6,0,1,0,0,0,10,5444.34,222.83,128.65,49654.64,100.00,0.00,0.00,0.00,265.47,10.10,5.83,101.99,324355.27,24661.92,14238.56,608210178.21,252.93,412.04,237.89,169777.54,14674.50,13290.32,7673.17,176632710.27,3197.00,328.65,6,4,34,26813.4052228
EW,C85,NLU,1,4,2011,7,2,0,1,0,0,0,10,5313.35,340.26,128.60,115774.66,100.00,0.00,0.00,0.00,264.25,23.61,8.92,557.23,290589.62,123421.83,46649.07,15232948721.55,36.15,24.32,9.19,591.60,10007.60,5269.11,1991.54,27763512.43,2897.86,1230.46,4,6,34,17621.17875
EW,C85,NLU,1,5,2011,7,1,0,2,0,0,0,10,5309.37,246.51,93.17,60766.45,100.00,0.00,0.00,0.00,276.37,17.38,6.57,302.01,385372.27,167356.17,63254.69,28008087233.29,63.15,78.18,29.55,6112.25,15142.37,10560.81,3991.61,111530790.41,3578.57,1416.02,7,3,45,29257.7717517
EW,C85,NLU,1,6,2011,7,2,0,1,0,0,0,10,5319.40,210.35,79.50,44245.74,100.00,0.00,0.00,0.00,263.33,9.01,3.40,81.14,345527.68,73358.89,27727.05,5381526748.20,51.39,66.73,25.22,4453.42,15228.48,10622.70,4015.00,112841680.32,3444.00,740.87,4,6,45,32617.1340174
EW,C85,NLU,1,7,2011,7,3,0,0,0,0,0,10,5449.44,141.28,53.40,19959.00,100.00,0.00,0.00,0.00,266.79,17.58,6.65,309.20,233651.33,123018.41,46496.59,15133528886.21,116.23,80.37,30.38,6459.45,2921.61,2252.17,851.24,5072281.15,2271.14,1145.28,5,5,23,7588.44313467
EW,C85,NLU,1,8,2011,7,2,0,1,0,0,0,10,5215.76,339.35,128.26,115156.32,100.00,0.00,0.00,0.00,276.31,14.10,5.33,198.71,308527.39,112440.31,42498.44,12642822371.17,47.07,38.02,14.37,1445.42,11095.59,8615.88,3256.50,74233362.51,2876.57,977.29,7,3,45,27524.9843001
EW,C85,NLU,1,9,2011,7,3,0,0,0,0,0,10,5209.68,652.82,246.74,426178.64,100.00,0.00,0.00,0.00,270.65,11.86,4.48,140.61,304582.71,166188.36,62813.29,27618569465.68,74.29,48.95,18.50,2395.85,6680.58,5845.19,2209.27,34166244.96,2905.71,1552.34,6,4,18,15130.3326581
EW,Hist,NLU,1,1,2011,8,0,0,2,0,0,0,10,5416.21,187.66,66.35,35217.21,100.00,0.00,0.00,0.00,261.80,10.53,3.72,110.85,280318.30,173972.11,61508.43,30266293457.92,134.41,116.98,41.36,13685.20,7977.02,10255.82,3625.98,105181876.98,2760.62,1684.97,2,8,22,28374.9336502
EW,Hist,NLU,1,10,2011,7,2,0,1,0,0,0,10,5408.39,215.31,81.38,46358.97,100.00,0.00,0.00,0.00,274.32,12.72,4.81,161.87,300233.99,143955.80,54410.18,20723271929.28,552.51,1009.20,381.44,1018492.26,6358.33,8469.97,3201.35,71740356.75,2836.57,1335.88,8,2,22,24096.3663884
EW,Hist,NLU,1,2,2011,2,6,0,1,0,0,1,10,5425.51,193.15,136.58,37305.46,100.00,0.00,0.00,0.00,269.57,20.33,14.38,413.28,403422.58,169556.93,119894.85,28749552510.94,54.61,40.41,28.57,1633.06,11752.48,11800.81,8344.43,139259030.70,3857.50,1371.08,5,5,35,20096.9093638
EW,Hist,NLU,1,3,2011,5,3,0,2,0,0,0,10,5345.08,212.73,95.14,45255.73,100.00,0.00,0.00,0.00,268.63,13.80,6.17,190.41,305484.23,139337.80,62313.76,19415022303.92,38.42,22.73,10.17,516.82,10025.67,4771.76,2134.00,22769680.65,2942.80,1295.95,5,5,19,14628.9451338
EW,Hist,NLU,1,4,2011,5,4,0,1,0,0,0,10,5541.40,149.47,66.84,22340.26,100.00,0.00,0.00,0.00,264.09,17.44,7.80,304.00,311055.01,101330.50,45316.38,10267870422.19,27.87,25.55,11.42,652.65,17641.35,10900.87,4875.02,118828881.52,3084.20,973.48,6,4,19,30649.7763727
EW,Hist,NLU,1,5,2011,6,2,0,2,0,0,0,10,5596.81,189.64,77.42,35964.17,100.00,0.00,0.00,0.00,254.62,19.60,8.00,384.28,337315.64,132425.92,54062.66,17536625130.63,21.03,7.43,3.03,55.24,17985.51,9544.26,3896.43,91092919.12,3434.67,1274.72,4,6,26,33197.4732397
EW,Hist,NLU,1,6,2011,6,3,0,1,0,0,0,10,5292.08,388.37,158.55,150833.31,100.00,0.00,0.00,0.00,260.81,10.48,4.28,109.88,407028.76,93253.57,38070.61,8696229050.78,550.57,1191.43,486.40,1419501.34,7359.24,5209.36,2126.71,27137427.41,4066.50,859.84,2,8,38,14085.75338
EW,Hist,NLU,1,7,2011,5,3,0,1,0,0,1,10,5465.70,275.16,123.06,75714.85,100.00,0.00,0.00,0.00,253.55,16.37,7.32,268.00,183362.81,68863.29,30796.60,4742152127.33,92.12,91.60,40.96,8390.60,5962.51,5967.30,2668.66,35608625.99,1855.00,660.95,2,8,16,14603.1428828
EW,Hist,NLU,1,8,2011,9,0,0,1,0,0,0,10,5367.70,266.50,88.83,71021.66,100.00,0.00,0.00,0.00,259.85,7.63,2.54,58.16,257926.47,139987.93,46662.64,19596620984.42,50.82,37.42,12.47,1400.13,8184.47,5912.33,1970.78,34955653.89,2592.11,1410.73,1,9,33,19153.6992008
EW,Hist,NLU,1,9,2011,6,3,0,0,0,0,1,10,5398.70,241.60,98.63,58372.94,100.00,0.00,0.00,0.00,268.96,27.32,11.15,746.48,350755.42,138387.92,56496.63,19151215634.88,67.02,68.02,27.77,4626.75,8752.69,5885.58,2402.78,34640054.74,3467.83,1346.19,6,4,7,15813.263726
WE,C45,LU,1,1,2011,8,2,0,0,0,0,0,10,5210.55,399.30,141.17,159440.14,100.00,0.00,0.00,0.00,274.61,20.08,7.10,403.15,229310.33,83865.53,29650.94,7033426412.76,35.66,31.43,11.11,987.61,11725.56,8929.20,3156.95,79730652.21,2183.62,814.93,4,6,18,28210.2002013
WE,C45,LU,1,10,2011,4,6,0,0,0,0,0,10,4929.13,658.98,329.49,434257.41,100.00,0.00,0.00,0.00,278.73,9.27,4.64,85.97,352217.02,156605.49,78302.74,24525278518.05,46.78,27.38,13.69,749.41,8993.13,5698.25,2849.12,32470035.09,3288.25,1412.08,5,5,18,16950.8745723
WE,C45,LU,1,2,2011,6,4,0,0,0,0,0,10,4574.15,672.22,274.43,451875.61,100.00,0.00,0.00,0.00,281.45,15.00,6.12,225.08,160428.32,19707.58,8045.59,388388763.82,55.57,57.30,23.39,3283.38,6053.90,4447.91,1815.85,19783884.59,1460.83,198.65,5,5,32,11907.2621557
WE,C45,LU,1,3,2011,8,2,0,0,0,0,0,10,5202.23,267.39,94.54,71498.85,100.00,0.00,0.00,0.00,268.83,6.90,2.44,47.65,180878.11,51729.63,18289.19,2675955057.42,58.85,80.83,28.58,6533.13,6521.86,4694.30,1659.69,22036469.97,1753.25,523.53,3,7,25,13467.1877584
WE,C45,LU,1,4,2011,7,3,0,0,0,0,0,10,5164.21,452.44,171.00,204698.36,100.00,0.00,0.00,0.00,269.76,16.68,6.30,278.11,204889.11,96378.28,36427.57,9288773022.30,89.72,95.49,36.09,9119.22,5817.62,4933.19,1864.57,24336385.42,2011.86,1057.62,3,7,23,13633.1291006
WE,C45,LU,1,5,2011,6,4,0,0,0,0,0,10,4761.02,658.95,269.01,434210.37,100.00,0.00,0.00,0.00,287.03,16.08,6.56,258.56,205814.69,62995.43,25717.78,3968424251.09,72.32,59.52,24.30,3543.12,5839.78,5504.04,2247.02,30294487.51,1848.83,565.76,7,3,36,15199.3124316
WE,C45,LU,1,6,2011,6,3,0,1,0,0,0,10,5248.84,320.11,130.68,102467.42,100.00,0.00,0.00,0.00,268.89,13.58,5.55,184.55,154674.30,15774.88,6440.07,248846765.94,278.19,472.59,192.93,223337.97,4080.52,5166.51,2109.22,26692774.14,1464.17,82.60,4,6,34,13974.2183709
WE,C45,LU,1,7,2011,7,3,0,0,0,0,0,10,5415.63,179.77,67.95,32316.36,100.00,0.00,0.00,0.00,268.93,10.89,4.12,118.66,387127.14,113518.72,42906.04,12886498898.92,57.08,53.71,20.30,2884.65,13862.62,10818.49,4089.00,117039655.06,3770.14,1112.62,5,5,15,33395.65545
WE,C45,LU,1,8,2011,5,5,0,0,0,0,0,10,4929.88,698.60,312.42,488046.70,100.00,0.00,0.00,0.00,282.78,12.90,5.77,166.46,187888.14,66952.25,29941.96,4482603677.06,43.04,65.20,29.16,4251.31,11855.10,7590.05,3394.38,57608926.28,1730.00,673.99,7,3,35,19916.5631119
WE,C45,LU,1,9,2011,4,6,0,0,0,0,0,10,5362.44,89.45,44.73,8002.01,100.00,0.00,0.00,0.00,278.16,12.25,6.13,150.17,368549.29,82275.24,41137.62,6769215053.26,242.49,285.07,142.53,81264.66,3741.29,3301.66,1650.83,10900986.84,3434.50,679.84,7,3,11,7972.75056338
WE,C85,LU,1,1,2011,6,2,0,2,0,0,0,10,5272.97,200.06,81.67,40022.02,100.00,0.00,0.00,0.00,271.30,16.02,6.54,256.75,293772.74,85397.29,34863.30,7292697250.41,518.96,1163.55,475.02,1353856.73,11311.95,9315.74,3803.14,86783087.22,2832.33,923.88,6,4,25,24919.6731714
WE,C85,LU,1,10,2011,4,5,0,1,0,0,0,10,5223.94,280.63,140.32,78753.22,100.00,0.00,0.00,0.00,269.39,14.47,7.23,209.29,261309.15,83789.53,41894.77,7020685487.01,20.16,3.82,1.91,14.62,12783.44,2972.28,1486.14,8834446.14,2511.50,769.06,4,6,25,15203.5344063
WE,C85,LU,1,2,2011,7,3,0,0,0,0,0,10,4896.67,432.03,163.29,186647.03,100.00,0.00,0.00,0.00,276.55,13.09,4.95,171.43,206380.21,124956.04,47228.94,15614011687.53,56.31,41.09,15.53,1688.07,5385.00,4097.39,1548.67,16788588.68,1916.43,1078.28,6,4,35,11723.114516
WE,C85,LU,1,3,2011,7,2,0,1,0,0,0,10,5410.03,151.51,57.26,22954.35,100.00,0.00,0.00,0.00,274.90,14.79,5.59,218.63,182838.94,58626.95,22158.90,3437118842.89,256.36,244.08,92.25,59576.43,2527.64,3714.89,1404.09,13800377.35,1720.00,572.77,5,5,22,10635.5462051
WE,C85,LU,1,4,2011,5,4,0,1,0,0,0,10,4883.22,301.44,134.81,90868.12,100.00,0.00,0.00,0.00,276.63,15.73,7.04,247.46,247628.05,84528.13,37802.13,7145005071.26,54.49,45.39,20.30,2059.91,8375.86,6186.15,2766.53,38268466.97,2376.40,969.38,5,5,25,16492.5815285
WE,C85,LU,1,5,2011,7,3,0,0,0,0,0,10,4957.54,605.76,228.96,366944.79,100.00,0.00,0.00,0.00,276.82,16.32,6.17,266.44,176625.45,28504.03,10773.51,812479664.85,78.83,73.27,27.69,5367.88,4827.84,3989.58,1507.92,15916787.09,1644.14,201.40,7,3,35,10510.0874864
WE,C85,LU,1,6,2011,7,3,0,0,0,0,0,10,5136.75,214.90,81.23,46183.24,100.00,0.00,0.00,0.00,275.13,12.46,4.71,155.28,182115.01,63121.93,23857.85,3984377476.51,53.27,49.92,18.87,2492.38,7758.92,6487.94,2452.21,42093340.85,1689.86,551.60,3,7,35,19337.1829754
WE,C85,LU,1,7,2011,6,4,0,0,0,0,0,10,5405.22,154.02,62.88,23721.96,100.00,0.00,0.00,0.00,257.16,7.60,3.10,57.77,347381.23,165563.40,67590.98,27411240620.81,99.03,71.66,29.26,5135.34,7253.03,8100.35,3306.96,65615748.72,3546.33,1669.43,4,6,15,20763.2565978
WE,C85,LU,1,8,2011,8,2,0,0,0,0,0,10,4960.80,319.71,113.03,102213.17,100.00,0.00,0.00,0.00,274.29,14.23,5.03,202.60,146779.05,9563.21,3381.11,91455029.54,87.08,128.71,45.50,16565.46,7754.61,6346.07,2243.67,40272557.11,1383.25,90.55,5,5,36,17764.1126879
WE,C85,LU,1,9,2011,8,2,0,0,0,0,0,10,5172.55,329.72,116.57,108712.34,100.00,0.00,0.00,0.00,270.04,13.90,4.91,193.25,374767.00,108435.99,38337.91,11758363615.78,186.07,319.97,113.13,102379.70,8908.65,6529.45,2308.51,42633779.09,3626.62,1048.32,5,5,12,16621.7401603
WE,Hist,LU,1,1,2011,8,0,0,2,0,0,0,10,5366.24,269.83,95.40,72806.38,100.00,0.00,0.00,0.00,273.19,18.37,6.50,337.51,358708.77,131969.30,46658.19,17415895420.05,61.83,70.48,24.92,4967.19,10506.46,7459.35,2637.28,55641827.83,3434.00,1283.05,7,3,12,26819.4657818
WE,Hist,LU,1,10,2011,8,1,0,1,0,0,0,10,5307.03,281.53,99.54,79258.38,100.00,0.00,0.00,0.00,277.20,11.03,3.90,121.66,305402.13,144383.69,51047.34,20846650903.35,169.22,193.92,68.56,37605.08,4583.60,3803.36,1344.69,14465537.32,2886.38,1407.95,6,4,12,9266.80166004
WE,Hist,LU,1,2,2011,6,4,0,0,0,0,0,10,4783.14,550.48,224.73,303032.97,100.00,0.00,0.00,0.00,283.86,13.97,5.70,195.21,175601.07,39330.77,16056.72,1546909096.75,47.59,44.35,18.11,1966.78,6293.67,3876.83,1582.71,15029797.19,1593.67,324.30,6,4,27,11801.6783379
WE,Hist,LU,1,3,2011,6,4,0,0,0,0,0,10,5135.63,426.32,174.04,181749.22,100.00,0.00,0.00,0.00,271.98,11.40,4.66,130.03,258531.36,80225.59,32751.96,6436145895.40,160.48,209.68,85.60,43967.09,5217.01,4156.50,1696.89,17276512.38,2462.50,739.66,3,7,7,10190.0064729
WE,Hist,LU,1,4,2011,2,5,0,1,0,0,2,10,5349.40,227.69,161.00,51842.00,100.00,0.00,0.00,0.00,273.93,24.59,17.38,604.48,350168.45,288781.84,204199.60,83394949196.33,75.81,29.42,20.80,865.70,4195.93,2180.70,1541.98,4755432.82,3207.50,2450.12,6,4,12,5737.91532103
WE,Hist,LU,1,5,2011,7,3,0,0,0,0,0,10,5176.08,487.36,184.21,237522.06,100.00,0.00,0.00,0.00,271.24,18.08,6.83,326.99,164107.56,26450.66,9997.41,699637450.80,66.89,76.14,28.78,5796.70,6449.85,5885.93,2224.67,34644148.96,1595.14,264.80,3,7,21,15942.4648394
WE,Hist,LU,1,6,2011,5,5,0,0,0,0,0,10,5160.53,179.89,80.45,32360.60,100.00,0.00,0.00,0.00,291.49,3.46,1.55,11.97,206928.14,47031.19,21032.99,2211933122.10,106.94,198.57,88.80,39428.87,10325.63,8332.64,3726.47,69432912.66,1849.20,452.02,8,2,31,22252.7489523
WE,Hist,LU,1,7,2011,6,3,0,1,0,0,0,10,5335.30,254.30,103.82,64668.32,100.00,0.00,0.00,0.00,267.64,12.42,5.07,154.18,359005.37,147933.71,60393.69,21884383788.85,222.84,419.87,171.41,176290.19,8814.50,8446.14,3448.12,71337287.25,3563.67,1521.45,6,4,11,20629.9043028
WE,Hist,LU,1,8,2011,8,2,0,0,0,0,0,10,4996.51,580.73,205.32,337242.57,100.00,0.00,0.00,0.00,276.75,13.63,4.82,185.83,148560.80,12436.31,4396.90,154661799.61,53.69,66.80,23.62,4462.71,7986.23,7512.37,2656.02,56435667.99,1382.75,75.92,3,7,30,23220.393905
WE,Hist,LU,1,9,2011,3,4,0,3,0,0,0,10,5324.54,100.97,58.29,10194.03,100.00,0.00,0.00,0.00,256.59,4.10,2.37,16.84,287360.40,128209.86,74022.00,16437768530.33,155.36,227.97,131.62,51969.00,10973.19,13790.18,7961.76,190169033.44,2933.67,1335.28,3,7,7,26623.972122
WE,C45,NLU,1,1,2011,10,0,0,0,0,0,0,10,5128.51,262.01,82.85,68649.21,100.00,0.00,0.00,0.00,274.23,13.01,4.11,169.30,215351.50,116083.39,36708.79,13475352996.24,128.99,264.86,83.76,70150.79,6318.10,4721.38,1493.03,22291410.46,2031.80,1051.76,5,5,33,13769.9383969
WE,C45,NLU,1,10,2011,6,4,0,0,0,0,0,10,5029.15,602.43,245.94,362922.22,100.00,0.00,0.00,0.00,275.20,14.23,5.81,202.49,194880.23,66956.43,27334.85,4483163199.59,29.09,16.05,6.55,257.58,8765.66,5503.02,2246.60,30283207.68,1828.50,580.90,7,3,33,18202.72201
WE,C45,NLU,1,2,2011,10,0,0,0,0,0,0,10,4858.82,630.79,199.47,397891.64,100.00,0.00,0.00,0.00,278.02,16.40,5.19,268.94,151202.25,9264.48,2929.68,85830528.87,28.27,24.19,7.65,585.15,9135.26,6602.61,2087.93,43594520.26,1408.90,81.13,5,5,41,22798.7932921
WE,C45,NLU,1,3,2011,8,2,0,0,0,0,0,10,5134.99,357.57,126.42,127857.63,100.00,0.00,0.00,0.00,281.22,17.74,6.27,314.70,185031.81,59773.31,21133.06,3572848513.35,116.31,230.83,81.61,53283.11,6583.62,5133.60,1815.00,26353848.91,1697.25,515.03,6,4,33,17273.7918048
WE,C45,NLU,1,4,2011,6,4,0,0,0,0,0,10,5131.64,378.51,154.53,143271.20,100.00,0.00,0.00,0.00,273.00,16.76,6.84,281.03,152267.49,9014.21,3680.04,81256051.26,37.64,40.85,16.68,1668.47,8707.59,6132.21,2503.46,37603954.28,1460.17,95.44,4,6,32,17925.6230778
WE,C45,NLU,1,5,2011,8,2,0,0,0,0,0,10,4733.37,668.25,236.26,446563.45,100.00,0.00,0.00,0.00,275.14,15.15,5.35,229.40,154536.09,18861.75,6668.64,355765761.19,36.66,33.44,11.82,1118.18,6579.61,3330.20,1177.40,11090230.60,1445.12,115.77,3,7,41,10794.7007664
WE,C45,NLU,1,6,2011,7,3,0,0,0,0,0,10,5005.30,332.57,125.70,110604.92,100.00,0.00,0.00,0.00,276.06,13.00,4.92,169.11,148040.28,7701.05,2910.72,59306182.03,53.20,81.32,30.74,6612.73,6431.54,3603.35,1361.94,12984146.58,1382.00,79.75,5,5,43,10410.7016522
WE,C45,NLU,1,7,2011,6,3,0,1,0,0,0,10,5524.43,166.19,67.84,27617.46,100.00,0.00,0.00,0.00,267.00,15.06,6.15,226.67,289123.70,117376.94,47918.94,13777346180.86,356.03,742.46,303.11,551244.76,8952.40,8521.89,3479.05,72622604.97,2823.33,1110.25,7,3,18,24222.1577259
WE,C45,NLU,1,8,2011,10,0,0,0,0,0,0,10,4900.04,284.22,89.88,80779.23,100.00,0.00,0.00,0.00,275.42,14.74,4.66,217.21,150336.22,9510.72,3007.55,90453736.39,23.43,11.06,3.50,122.38,8518.60,5561.78,1758.79,30933432.61,1410.60,100.90,3,7,45,21431.4460486
WE,C45,NLU,1,9,2011,7,3,0,0,0,0,0,10,5463.02,193.43,73.11,37416.15,100.00,0.00,0.00,0.00,266.80,16.28,6.15,265.08,286792.89,67626.30,25560.34,4573316186.73,265.58,279.15,105.51,77924.92,7202.77,9750.77,3685.45,95077543.81,2795.14,611.13,6,4,17,25301.3682918
WE,C85,NLU,1,1,2011,8,2,0,0,0,0,0,10,5003.38,219.33,77.55,48107.58,100.00,0.00,0.00,0.00,276.71,15.72,5.56,247.01,193491.66,73154.98,25864.19,5351650897.06,123.98,113.91,40.27,12974.58,2796.46,2221.43,785.39,4934743.11,1827.25,694.42,5,5,36,6082.89416403
WE,C85,NLU,1,10,2011,5,4,0,1,0,0,0,10,4794.93,420.78,188.18,177052.10,100.00,0.00,0.00,0.00,280.36,16.59,7.42,275.26,188398.64,78929.70,35298.43,6229897214.06,43.55,31.48,14.08,991.21,7510.58,7346.60,3285.50,53972496.81,1740.80,739.49,6,4,36,19679.4228795
WE,C85,NLU,1,2,2011,8,2,0,0,0,0,0,10,4988.75,486.78,172.10,236951.91,100.00,0.00,0.00,0.00,272.44,12.49,4.42,156.06,157631.85,16957.09,5995.24,287542750.58,96.32,116.58,41.22,13591.29,6550.64,5402.14,1909.94,29183099.19,1496.75,143.31,3,7,43,13839.0802507
WE,C85,NLU,1,3,2011,9,0,0,1,0,0,0,10,4724.40,633.80,211.27,401700.96,100.00,0.00,0.00,0.00,275.01,16.30,5.43,265.68,181754.93,70865.52,23621.84,5021922097.79,174.71,204.04,68.01,41631.64,3318.34,3454.50,1151.50,11933577.01,1704.11,608.39,5,5,34,10794.4579092
WE,C85,NLU,1,4,2011,7,3,0,0,0,0,0,10,5172.69,298.31,112.75,88989.59,100.00,0.00,0.00,0.00,270.27,14.54,5.50,211.39,181267.46,69122.48,26125.84,4777916844.95,38.78,43.55,16.46,1896.82,10921.22,9122.01,3447.80,83211075.76,1722.71,577.27,2,8,34,25009.3978383
WE,C85,NLU,1,5,2011,8,2,0,0,0,0,0,10,4910.58,242.28,85.66,58700.99,100.00,0.00,0.00,0.00,273.17,11.67,4.13,136.16,150536.29,16319.85,5769.94,266337631.18,35.25,28.15,9.95,792.70,7494.80,6058.52,2142.01,36705616.88,1413.38,103.52,3,7,45,18477.8773708
WE,C85,NLU,1,6,2011,8,2,0,0,0,0,0,10,5011.02,471.58,166.73,222390.20,100.00,0.00,0.00,0.00,282.89,11.59,4.10,134.36,171839.39,47837.87,16913.24,2288462085.55,49.10,26.81,9.48,718.86,4922.19,4055.52,1433.84,16447212.25,1564.75,433.99,8,2,45,14552.9081986
WE,C85,NLU,1,7,2011,9,1,0,0,0,0,0,10,5599.04,146.25,48.75,21388.42,100.00,0.00,0.00,0.00,252.18,13.49,4.50,181.99,237026.20,84909.38,28303.13,7209603302.17,58.82,61.84,20.61,3824.70,9155.79,9594.23,3198.08,92049311.23,2487.33,983.55,3,7,23,31634.7977544
WE,C85,NLU,1,8,2011,8,1,0,1,0,0,0,10,4926.90,419.99,148.49,176392.31,100.00,0.00,0.00,0.00,282.61,14.60,5.16,213.20,150759.74,14570.48,5151.44,212298769.03,32.47,25.14,8.89,631.78,9848.30,9545.42,3374.82,91115067.58,1390.62,99.49,7,3,45,29458.7532217
WE,C85,NLU,1,9,2011,8,1,0,1,0,0,0,10,5391.43,164.85,58.28,27176.60,100.00,0.00,0.00,0.00,261.76,8.92,3.15,79.57,219813.89,100899.47,35673.35,10180702640.35,63.74,44.26,15.65,1959.37,5919.57,5298.04,1873.14,28069218.70,2187.62,1022.33,2,8,18,14080.574812
WE,Hist,NLU,1,1,2011,9,1,0,0,0,0,0,10,5395.46,254.28,84.76,64656.72,100.00,0.00,0.00,0.00,274.98,14.90,4.97,222.13,309206.43,149477.56,49825.85,22343542028.67,109.12,149.68,49.89,22404.78,8148.87,6595.74,2198.58,43503834.96,2906.33,1369.99,6,4,22,19287.40999
WE,Hist,NLU,1,10,2011,6,4,0,0,0,0,0,10,5119.18,300.67,122.75,90402.33,100.00,0.00,0.00,0.00,271.81,14.87,6.07,221.09,242346.76,71487.31,29184.57,5110435176.46,47.04,34.55,14.11,1193.98,7656.80,5034.75,2055.43,25348756.81,2331.83,692.42,5,5,22,14444.4130033
WE,Hist,NLU,1,2,2011,7,3,0,0,0,0,0,10,5064.06,307.45,116.21,94526.11,100.00,0.00,0.00,0.00,286.35,9.21,3.48,84.81,172053.73,29697.23,11224.50,881925400.61,38.91,29.59,11.18,875.66,6013.10,2932.64,1108.43,8600395.13,1554.57,254.51,8,2,35,9806.99791233
WE,Hist,NLU,1,3,2011,4,5,0,1,0,0,0,10,5434.43,174.29,87.15,30377.42,100.00,0.00,0.00,0.00,261.64,24.84,12.42,617.13,186669.51,53964.00,26982.00,2912112947.70,44.53,36.72,18.36,1348.17,7596.62,6834.72,3417.36,46713342.57,1885.50,692.35,7,3,19,17138.9049639
WE,Hist,NLU,1,4,2011,4,6,0,0,0,0,0,10,5169.37,454.30,227.15,206388.91,100.00,0.00,0.00,0.00,267.78,10.19,5.09,103.76,205672.34,85733.44,42866.72,7350223534.91,127.52,212.70,106.35,45242.14,9924.15,9355.58,4677.79,87526935.81,1951.00,761.84,5,5,19,21828.5750195
WE,Hist,NLU,1,5,2011,7,3,0,0,0,0,0,10,4772.95,639.70,241.78,409219.75,100.00,0.00,0.00,0.00,285.67,12.98,4.91,168.54,155103.04,4103.76,1551.07,16840808.91,40.48,37.56,14.20,1410.61,9574.42,9707.31,3669.02,94231958.33,1413.71,52.63,5,5,26,25106.1167426
WE,Hist,NLU,1,6,2011,9,1,0,0,0,0,0,10,4544.29,868.09,289.36,753586.41,100.00,0.00,0.00,0.00,278.15,13.77,4.59,189.55,150763.74,13279.57,4426.52,176347001.67,41.88,31.57,10.52,996.74,6689.88,6744.67,2248.22,45490550.76,1394.11,79.43,4,6,38,23313.7694075
WE,Hist,NLU,1,7,2011,8,2,0,0,0,0,0,10,5617.72,78.99,27.93,6239.38,100.00,0.00,0.00,0.00,266.94,12.78,4.52,163.30,297142.79,130638.60,46187.72,17066443643.57,61.78,88.27,31.21,7791.93,12908.25,12391.65,4381.11,153552947.58,2874.00,1203.01,6,4,16,33630.9375254
WE,Hist,NLU,1,8,2011,10,0,0,0,0,0,0,10,5016.27,706.27,223.34,498819.28,100.00,0.00,0.00,0.00,275.27,13.03,4.12,169.68,153323.49,11704.38,3701.25,136992548.62,30.32,27.60,8.73,761.60,8686.35,5621.44,1777.65,31600543.18,1430.00,91.41,5,5,33,18129.3775059
WE,Hist,NLU,1,9,2011,4,4,0,2,0,0,0,10,5190.94,425.37,212.69,180940.33,100.00,0.00,0.00,0.00,265.99,12.54,6.27,157.13,295578.08,136275.72,68137.86,18571071221.05,388.81,601.92,300.96,362304.92,4334.59,4249.20,2124.60,18055681.43,2882.50,1224.36,6,4,7,10128.8392806
