Direction,Scenario,Landuse,Gen,Rep,Year,Alive,Starved,Winter_Kill,Predation,Stochastic_Death,Left_Map,Failed_to_Establish,Total_Dispersers,EnergyLevel_Mean,Stdev,Sterr,Variance,PercepDist_Mean,Stdev,Sterr,Variance,StepDist_Mean,Stdev,Sterr,Variance,     TotalDist_Mean,Stdev,Sterr,Variance,Tortuosity_Mean,Stdev,Sterr,Variance,SLDist_Mean,Stdev,Sterr,Variance,TimeSteps_Mean,TimeSteps_SD,Males,Females,ResCount,MaxDispersal
EW,C85,NLU,3,6,2013,7,3,0,0,0,0,0,10,5079.39,454.68,171.85,206735.18,100.00,0.00,0.00,0.00,280.43,14.39,5.44,206.95,311804.79,132481.38,50073.26,17551316089.00,82.22,141.10,53.33,19909.93,11631.18,7575.99,2863.46,57395679.69,2924.86,1220.58,7,3,45,20158.2109194
EW,C85,NLU,3,7,2013,5,3,0,1,0,1,0,10,5285.77,306.99,137.29,94245.61,100.00,0.00,0.00,0.00,268.57,29.01,12.98,841.77,217283.29,88210.05,39448.73,7781013408.99,46.22,29.81,13.33,888.74,8477.75,9004.94,4027.13,81088891.33,2145.20,873.34,7,3,23,23741.7765726
EW,C85,NLU,3,8,2013,5,4,0,1,0,0,0,10,5256.00,194.44,86.96,37808.36,100.00,0.00,0.00,0.00,284.61,5.04,2.26,25.43,307711.78,179928.93,80466.66,32374419880.75,23.37,8.77,3.92,76.91,14294.39,9425.00,4214.99,88830719.09,2827.60,1711.46,7,3,45,29907.9017247
EW,C85,NLU,3,9,2013,5,4,0,0,0,0,1,10,5420.86,189.16,84.59,35780.00,100.00,0.00,0.00,0.00,262.98,15.68,7.01,245.82,206513.28,103905.03,46467.74,10796254836.65,180.96,247.21,110.55,61111.67,4473.31,3988.42,1783.67,15907480.88,2012.00,919.67,6,4,18,10252.4908696
EW,Hist,NLU,3,1,2013,8,1,0,1,0,0,0,10,5362.01,266.45,94.21,70998.06,100.00,0.00,0.00,0.00,264.69,13.94,4.93,194.42,207389.03,110862.87,39195.94,12290576819.19,27.47,13.01,4.60,169.27,8635.63,4015.75,1419.78,16126223.38,2040.50,1058.08,5,5,22,15214.3603239
EW,Hist,NLU,3,10,2013,7,3,0,0,0,0,0,10,5481.99,206.36,78.00,42586.15,100.00,0.00,0.00,0.00,265.42,17.78,6.72,316.10,263745.43,125182.06,47314.37,15670547006.18,36.28,17.04,6.44,290.51,9188.45,6304.98,2383.06,39752724.87,2546.71,1122.38,7,3,22,18829.2103413
EW,Hist,NLU,3,2,2013,6,4,0,0,0,0,0,10,5306.74,220.52,90.03,48630.11,100.00,0.00,0.00,0.00,273.06,8.81,3.60,77.67,343082.44,163002.43,66545.46,26569792165.63,91.57,99.03,40.43,9806.57,7461.51,6450.64,2633.46,41610694.98,3242.00,1477.67,6,4,35,19715.4834002
EW,Hist,NLU,3,3,2013,6,3,0,0,0,0,1,10,5429.64,234.78,95.85,55122.52,100.00,0.00,0.00,0.00,267.81,14.35,5.86,205.79,336079.75,115666.56,47220.68,13378753777.79,113.00,88.23,36.02,7784.53,5583.43,5476.90,2235.93,29996397.27,3312.67,1121.51,4,6,19,15699.2645224
EW,Hist,NLU,3,4,2013,5,4,0,1,0,0,0,10,5498.59,281.26,125.78,79105.11,100.00,0.00,0.00,0.00,247.25,16.30,7.29,265.66,291487.76,125443.07,56099.85,15735963075.84,128.99,151.90,67.93,23073.07,9062.46,8893.29,3977.20,79090550.54,3092.00,1430.10,2,8,19,21601.206153
EW,Hist,NLU,3,5,2013,5,5,0,0,0,0,0,10,5428.87,294.81,131.84,86911.51,100.00,0.00,0.00,0.00,267.43,18.71,8.37,350.15,273252.59,111507.92,49867.86,12434016984.61,125.37,161.21,72.09,25987.26,12188.02,16667.95,7454.13,277820606.57,2677.40,1129.10,5,5,26,39800.4787871
EW,Hist,NLU,3,6,2013,6,4,0,0,0,0,0,10,5332.22,324.94,132.65,105582.99,100.00,0.00,0.00,0.00,270.22,15.51,6.33,240.45,410056.83,154798.38,63196.17,23962538295.39,920.32,1985.10,810.41,3940625.03,8225.71,9404.67,3839.44,88447870.52,3958.50,1501.86,4,6,38,21959.0730442
EW,Hist,NLU,3,7,2013,6,3,0,1,0,0,0,10,5307.43,441.20,180.12,194656.01,100.00,0.00,0.00,0.00,267.29,20.77,8.48,431.44,233658.24,101249.31,41334.86,10251421953.63,83.43,79.33,32.39,6292.78,7030.01,7006.95,2860.58,49097340.08,2286.17,961.07,6,4,16,17052.9577126
EW,Hist,NLU,3,8,2013,8,2,0,0,0,0,0,10,5343.02,288.34,101.95,83142.70,100.00,0.00,0.00,0.00,268.81,16.28,5.76,265.16,264823.13,136589.84,48291.80,18656783301.03,28.38,22.28,7.88,496.44,13337.83,7210.96,2549.46,51997995.16,2632.00,1457.27,3,7,33,26266.4095411
EW,Hist,NLU,3,9,2013,9,0,0,0,0,0,1,10,5407.08,195.94,65.31,38394.08,100.00,0.00,0.00,0.00,271.76,8.62,2.87,74.35,367647.11,128411.50,42803.83,16489513069.88,44.87,40.53,13.51,1642.82,13724.18,9084.10,3028.03,82520820.75,3539.67,1205.67,5,5,7,27868.4285853
WE,C45,LU,3,1,2013,6,3,0,1,0,0,0,10,5079.29,456.91,186.53,208769.43,100.00,0.00,0.00,0.00,287.85,6.77,2.77,45.87,361126.36,141587.79,57802.97,20047102562.05,42.98,24.83,10.14,616.69,13781.09,12216.38,4987.32,149240013.82,3281.33,1349.91,8,2,18,34720.673584
WE,C45,LU,3,10,2013,6,3,0,1,0,0,0,10,5361.04,439.07,179.25,192784.53,100.00,0.00,0.00,0.00,264.52,18.10,7.39,327.75,259496.73,103812.24,42381.17,10776981849.27,109.40,112.33,45.86,12617.71,4771.44,5132.18,2095.21,26339305.87,2551.67,1066.74,7,3,18,14946.8035915
WE,C45,LU,3,2,2013,8,1,0,1,0,0,0,10,5027.87,388.36,137.31,150822.78,100.00,0.00,0.00,0.00,274.92,15.74,5.56,247.67,153834.63,16916.18,5980.77,286157039.81,28.05,26.44,9.35,698.89,9179.38,5262.65,1860.63,27695460.54,1463.50,206.21,5,5,32,16394.9061163
WE,C45,LU,3,3,2013,8,2,0,0,0,0,0,10,4811.44,580.80,205.34,337327.10,100.00,0.00,0.00,0.00,276.25,14.22,5.03,202.20,196898.11,68598.94,24253.39,4705814343.40,154.57,313.38,110.80,98209.52,4977.88,3151.21,1114.12,9930138.11,1847.38,672.13,5,5,25,9425.32709554
WE,C45,LU,3,4,2013,7,3,0,0,0,0,0,10,5007.72,498.61,188.46,248616.46,100.00,0.00,0.00,0.00,276.29,12.70,4.80,161.33,207856.93,71535.20,27037.76,5117284549.09,71.47,92.16,34.83,8493.10,7764.23,6116.56,2311.84,37412309.77,1953.71,702.53,3,7,23,16372.3991523
WE,C45,LU,3,5,2013,8,2,0,0,0,0,0,10,4904.04,547.76,193.66,300035.67,100.00,0.00,0.00,0.00,281.38,15.12,5.35,228.72,203274.20,77533.21,27412.13,6011398616.54,73.42,74.87,26.47,5605.48,5737.98,4473.87,1581.75,20015502.65,1890.75,737.28,5,5,36,12680.3534294
WE,C45,LU,3,6,2013,7,3,0,0,0,0,0,10,4913.20,571.80,216.12,326949.70,100.00,0.00,0.00,0.00,280.74,18.72,7.08,350.58,155669.99,9062.16,3425.18,82122783.25,44.21,38.31,14.48,1467.57,7264.73,7331.26,2770.95,53747315.89,1431.71,133.08,7,3,34,22727.7561813
WE,C45,LU,3,7,2013,6,4,0,0,0,0,0,10,5350.00,192.92,78.76,37217.89,100.00,0.00,0.00,0.00,275.93,9.18,3.75,84.29,335960.50,108786.11,44411.74,11834418071.14,370.65,685.33,279.79,469681.39,10415.54,11007.18,4493.66,121158006.18,3202.33,1108.97,8,2,15,24876.5825648
WE,C45,LU,3,8,2013,5,5,0,0,0,0,0,10,4951.27,373.93,167.23,139823.75,100.00,0.00,0.00,0.00,265.90,4.11,1.84,16.87,147977.11,11476.53,5132.46,131710798.18,41.57,36.85,16.48,1357.79,6525.55,4359.52,1949.64,19005405.51,1425.40,109.47,1,9,35,11228.6924865
WE,C45,LU,3,9,2013,9,1,0,0,0,0,0,10,5012.72,416.21,138.74,173226.84,100.00,0.00,0.00,0.00,274.85,13.84,4.61,191.47,357726.39,83073.59,27691.20,6901221111.12,106.00,139.09,46.36,19345.61,8116.13,6575.56,2191.85,43238031.27,3420.67,762.46,6,4,11,21102.1818109
WE,C85,LU,3,1,2013,4,4,0,2,0,0,0,10,4780.47,395.55,197.77,156459.15,100.00,0.00,0.00,0.00,274.82,13.99,7.00,195.81,235655.72,173284.10,86642.05,30027379176.33,51.54,31.98,15.99,1022.64,5474.07,3520.59,1760.30,12394557.96,2154.25,1464.48,3,7,25,10427.2766375
WE,C85,LU,3,10,2013,5,5,0,0,0,0,0,10,5035.03,209.27,93.59,43794.29,100.00,0.00,0.00,0.00,283.36,10.56,4.72,111.51,359853.74,149832.98,67007.34,22449921102.00,66.16,49.01,21.92,2401.62,9932.27,9655.41,4318.03,93226929.70,3344.80,1372.58,9,1,25,23937.6157623
WE,C85,LU,3,2,2013,9,1,0,0,0,0,0,10,4663.67,657.38,219.13,432151.73,100.00,0.00,0.00,0.00,281.31,16.61,5.54,275.76,178804.26,56973.04,18991.01,3245927397.92,37.97,35.56,11.85,1264.41,7908.11,5958.70,1986.23,35506132.95,1633.56,492.69,5,5,35,22186.2063171
WE,C85,LU,3,3,2013,8,1,0,1,0,0,0,10,4942.55,609.68,215.55,371707.18,100.00,0.00,0.00,0.00,275.43,12.87,4.55,165.59,209187.36,67906.42,24008.54,4611281713.46,126.48,193.54,68.43,37456.21,7134.66,6161.71,2178.49,37966645.61,1971.88,680.32,5,5,22,18240.0170783
WE,C85,LU,3,4,2013,5,5,0,0,0,0,0,10,4633.02,1013.23,453.13,1026631.98,100.00,0.00,0.00,0.00,282.09,11.21,5.01,125.68,160567.45,13513.74,6043.53,182621168.46,47.95,38.59,17.26,1488.98,6414.36,6120.06,2736.98,37455179.96,1457.40,108.01,5,5,25,16825.3827117
WE,C85,LU,3,5,2013,6,2,0,2,0,0,0,10,4773.56,671.17,274.00,450470.64,100.00,0.00,0.00,0.00,272.99,12.74,5.20,162.32,147516.37,13937.06,5689.78,194241589.60,79.42,138.61,56.59,19213.32,9119.67,7704.18,3145.22,59354461.51,1393.50,130.05,5,5,35,19093.057084
WE,C85,LU,3,6,2013,6,4,0,0,0,0,0,10,5005.38,529.01,215.97,279852.88,100.00,0.00,0.00,0.00,273.93,17.78,7.26,316.15,161414.20,23566.58,9621.02,555383752.12,59.44,73.12,29.85,5346.50,4820.09,2214.37,904.01,4903454.43,1531.67,175.43,4,6,35,7168.00496181
WE,C85,LU,3,7,2013,9,0,0,1,0,0,0,10,5408.28,227.86,75.95,51918.75,100.00,0.00,0.00,0.00,268.50,14.98,4.99,224.38,311772.79,145214.96,48404.99,21087383559.29,28.36,19.89,6.63,395.46,15773.56,8802.25,2934.08,77479563.81,3020.00,1379.69,5,5,15,26063.6812589
WE,C85,LU,3,8,2013,7,3,0,0,0,0,0,10,4897.70,408.54,154.41,166902.90,100.00,0.00,0.00,0.00,287.55,14.34,5.42,205.65,160632.27,14082.51,5322.69,198317022.59,16.63,10.72,4.05,114.90,12735.67,5786.98,2187.27,33489102.16,1437.43,101.58,5,5,36,19679.9574887
WE,C85,LU,3,9,2013,6,3,0,1,0,0,0,10,5241.17,256.06,104.54,65569.23,100.00,0.00,0.00,0.00,270.68,15.95,6.51,254.45,244103.24,126737.89,51740.53,16062493820.57,58.19,90.08,36.77,8113.90,11779.98,10580.46,4319.45,111946145.15,2320.17,1123.15,4,6,12,29033.9718218
WE,Hist,LU,3,1,2013,6,4,0,0,0,0,0,10,5348.29,125.63,51.29,15782.38,100.00,0.00,0.00,0.00,265.32,8.33,3.40,69.34,231721.19,129264.53,52772.03,16709319739.20,22.46,17.45,7.12,304.40,14197.54,7510.46,3066.13,56407034.02,2241.00,1176.38,2,8,12,24999.0659293
WE,Hist,LU,3,10,2013,6,3,0,1,0,0,0,10,4992.22,554.88,226.53,307896.86,100.00,0.00,0.00,0.00,269.83,19.16,7.82,367.15,270566.71,68766.72,28073.90,4728861875.40,112.77,134.59,54.95,18114.40,6051.52,4907.35,2003.42,24082067.61,2631.67,597.81,6,4,12,13291.8278431
WE,Hist,LU,3,2,2013,6,4,0,0,0,0,0,10,5235.21,240.81,98.31,57990.25,100.00,0.00,0.00,0.00,263.66,2.64,1.08,6.99,144977.50,10435.18,4260.14,108892986.70,66.74,81.54,33.29,6649.32,5197.59,3961.40,1617.23,15692692.68,1420.17,113.43,2,8,27,10420.9516568
WE,Hist,LU,3,3,2013,7,3,0,0,0,0,0,10,5028.29,409.55,154.79,167728.19,100.00,0.00,0.00,0.00,277.11,18.08,6.84,327.05,283162.85,129232.64,48845.35,16701075249.19,144.96,158.23,59.81,25037.52,7219.90,7892.93,2983.25,62298366.20,2660.71,1153.85,5,5,7,21596.2075448
WE,Hist,LU,3,4,2013,6,4,0,0,0,0,0,10,5166.58,183.59,74.95,33704.38,100.00,0.00,0.00,0.00,287.81,4.17,1.70,17.36,363130.95,132382.57,54044.96,17525144583.84,57.20,44.80,18.29,2006.77,10264.94,9232.68,3769.23,85242348.85,3306.00,1216.75,8,2,12,25504.4112828
WE,Hist,LU,3,5,2013,4,6,0,0,0,0,0,10,5044.18,281.93,140.97,79486.83,100.00,0.00,0.00,0.00,276.50,20.82,10.41,433.32,193833.99,58025.71,29012.85,3366983015.95,111.51,88.82,44.41,7889.34,3566.63,3187.97,1593.99,10163178.43,1867.00,681.71,4,6,21,7224.33572925
WE,Hist,LU,3,6,2013,7,2,0,0,0,0,1,10,4882.57,623.23,235.56,388410.37,100.00,0.00,0.00,0.00,281.98,14.48,5.47,209.73,151460.18,12905.19,4877.70,166543842.44,54.75,72.57,27.43,5266.26,6424.22,5192.35,1962.52,26960524.48,1388.57,65.07,6,4,31,16376.4825728
WE,Hist,LU,3,7,2013,6,4,0,0,0,0,0,10,5508.44,63.39,25.88,4018.60,100.00,0.00,0.00,0.00,257.39,8.86,3.62,78.49,326975.36,156805.48,64015.57,24587957001.27,78.99,107.03,43.70,11455.52,13875.41,12114.16,4945.59,146752921.97,3325.50,1569.77,2,8,11,32346.2776982
WE,Hist,LU,3,8,2013,9,1,0,0,0,0,0,10,4894.69,532.93,177.64,284015.09,100.00,0.00,0.00,0.00,277.76,13.70,4.57,187.71,168014.69,21206.95,7068.98,449734664.11,109.98,115.10,38.37,13248.78,4541.33,4383.42,1461.14,19214355.07,1578.11,225.00,4,6,30,12013.7007194
WE,Hist,LU,3,9,2013,3,5,0,1,0,0,1,10,5446.37,179.32,103.53,32154.65,100.00,0.00,0.00,0.00,274.89,15.67,9.04,245.42,309034.45,156310.14,90245.70,24432858431.54,97.16,93.78,54.14,8794.95,7117.44,8248.08,4762.03,68030851.53,2879.33,1385.48,6,4,7,16641.3700938
WE,C45,NLU,3,1,2013,5,4,0,1,0,0,0,10,5119.24,147.30,65.87,21696.15,100.00,0.00,0.00,0.00,267.77,13.44,6.01,180.56,170438.62,20554.06,9192.05,422469340.82,31.71,14.81,6.62,219.27,8262.62,8099.17,3622.06,65596609.08,1629.40,265.63,5,5,33,22719.7520113
WE,C45,NLU,3,10,2013,7,2,0,1,0,0,0,10,4960.74,458.44,173.27,210165.61,100.00,0.00,0.00,0.00,281.86,13.93,5.27,194.04,204737.62,66066.32,24970.72,4364758964.26,59.70,103.85,39.25,10784.55,10407.01,6691.96,2529.32,44782303.98,1883.57,555.49,8,2,33,21579.4884902
WE,C45,NLU,3,2,2013,7,2,0,1,0,0,0,10,5003.70,424.98,160.63,180605.24,100.00,0.00,0.00,0.00,275.93,16.15,6.10,260.84,158159.31,20522.97,7756.95,421192358.00,55.21,67.01,25.33,4490.67,6551.09,5351.04,2022.50,28633581.23,1473.14,148.97,3,7,41,15680.9308918
WE,C45,NLU,3,3,2013,8,2,0,0,0,0,0,10,4990.74,351.86,124.40,123805.79,100.00,0.00,0.00,0.00,277.38,15.24,5.39,232.18,154159.55,20695.57,7316.99,428306734.95,28.62,18.92,6.69,358.05,7293.03,4138.30,1463.11,17125565.45,1445.75,148.50,6,4,33,13871.2009225
WE,C45,NLU,3,4,2013,7,2,0,1,0,0,0,10,5204.78,262.93,99.38,69132.14,100.00,0.00,0.00,0.00,281.12,15.11,5.71,228.37,165256.63,19295.08,7292.86,372300153.59,33.45,18.30,6.92,334.99,6365.50,3590.81,1357.20,12893923.93,1523.43,166.03,6,4,32,13692.3466472
WE,C45,NLU,3,5,2013,9,1,0,0,0,0,0,10,5067.15,435.99,145.33,190086.95,100.00,0.00,0.00,0.00,279.16,13.69,4.56,187.45,153986.07,9013.27,3004.42,81239009.00,25.64,13.30,4.43,177.02,7693.61,3996.68,1332.23,15973426.61,1436.56,36.76,6,4,41,14998.9554781
WE,C45,NLU,3,6,2013,7,2,0,1,0,0,0,10,5093.87,318.96,120.56,101736.42,100.00,0.00,0.00,0.00,281.38,15.07,5.70,227.09,154928.15,8026.13,3033.59,64418731.15,64.43,88.57,33.48,7845.25,6949.22,7671.34,2899.49,58849455.11,1418.00,73.37,6,4,43,23714.4689341
WE,C45,NLU,3,7,2013,7,3,0,0,0,0,0,10,5552.24,56.11,21.21,3148.05,100.00,0.00,0.00,0.00,265.32,15.61,5.90,243.54,264451.58,91944.62,34751.80,8453812698.14,43.13,70.31,26.57,4943.54,17827.68,11866.32,4485.05,140809468.83,2603.43,883.02,5,5,18,33249.104909
WE,C45,NLU,3,8,2013,10,0,0,0,0,0,0,10,5104.83,513.29,162.32,263467.55,100.00,0.00,0.00,0.00,272.47,15.81,5.00,249.86,153027.05,14985.08,4738.70,224552584.67,46.49,87.60,27.70,7673.19,9417.83,5621.34,1777.62,31599423.90,1445.70,170.79,3,7,45,18599.5568419
WE,C45,NLU,3,9,2013,5,5,0,0,0,0,0,10,5426.76,239.16,106.95,57195.41,100.00,0.00,0.00,0.00,261.94,16.90,7.56,285.46,240603.91,143858.07,64335.29,20695145289.97,372.63,769.45,344.11,592051.15,7242.34,6317.87,2825.44,39915490.73,2353.00,1258.65,4,6,17,15302.5849771
WE,C85,NLU,3,1,2013,8,1,0,1,0,0,0,10,5107.31,343.15,121.32,117751.79,100.00,0.00,0.00,0.00,284.95,6.82,2.41,46.56,216770.72,85776.73,30326.65,7357647230.40,54.02,54.02,19.10,2918.46,7928.38,5228.08,1848.40,27332797.08,1989.62,788.88,9,1,36,14661.1474633
WE,C85,NLU,3,10,2013,7,2,0,1,0,0,0,10,5024.08,460.67,174.12,212218.11,100.00,0.00,0.00,0.00,272.58,13.36,5.05,178.38,182821.02,57947.33,21902.03,3357892855.21,150.09,226.15,85.48,51142.24,8614.24,8406.80,3177.47,70674318.96,1729.57,544.47,3,7,36,23028.3965498
WE,C85,NLU,3,2,2013,9,1,0,0,0,0,0,10,4807.95,565.75,188.58,320073.10,100.00,0.00,0.00,0.00,280.85,15.68,5.23,245.84,159391.21,12857.69,4285.90,165320159.15,61.58,122.17,40.72,14925.02,7525.55,3519.05,1173.02,12383712.73,1467.11,116.30,6,4,43,12657.578476
WE,C85,NLU,3,3,2013,9,1,0,0,0,0,0,10,5199.12,441.31,147.10,194756.21,100.00,0.00,0.00,0.00,267.88,11.05,3.68,122.05,214569.96,119480.54,39826.85,14275598660.38,38.91,31.91,10.64,1018.12,11395.42,10663.77,3554.59,113715890.56,2062.89,1060.70,4,6,34,30678.5720743
WE,C85,NLU,3,4,2013,9,1,0,0,0,0,0,10,4903.71,317.83,105.94,101018.45,100.00,0.00,0.00,0.00,284.38,14.23,4.74,202.56,185388.68,58459.21,19486.40,3417479086.13,90.53,89.97,29.99,8094.74,5637.12,6398.68,2132.89,40943125.19,1669.22,513.25,7,3,34,19318.061341
WE,C85,NLU,3,5,2013,8,1,0,1,0,0,0,10,4582.10,631.26,223.18,398488.05,100.00,0.00,0.00,0.00,286.59,12.93,4.57,167.06,166540.12,25772.06,9111.80,664199327.69,63.22,99.80,35.28,9959.14,8021.97,6273.69,2218.09,39359222.95,1502.88,226.35,8,2,45,18928.4623467
WE,C85,NLU,3,6,2013,6,4,0,0,0,0,0,10,4706.89,544.59,222.33,296581.59,100.00,0.00,0.00,0.00,283.90,15.19,6.20,230.69,177107.63,42750.97,17453.01,1827645608.51,129.79,214.26,87.47,45908.65,4209.38,2794.36,1140.79,7808456.58,1627.67,362.06,6,4,45,8602.6346534
WE,C85,NLU,3,7,2013,8,2,0,0,0,0,0,10,5449.79,249.92,88.36,62457.67,100.00,0.00,0.00,0.00,263.14,18.22,6.44,332.08,234381.62,77939.90,27555.92,6074628386.53,127.67,212.79,75.23,45281.19,13327.90,15401.16,5445.13,237195730.99,2317.25,765.41,4,6,23,46611.8097865
WE,C85,NLU,3,8,2013,8,2,0,0,0,0,0,10,5230.08,250.06,88.41,62529.42,100.00,0.00,0.00,0.00,275.74,15.70,5.55,246.53,149959.43,16848.92,5956.99,283886157.41,43.46,31.78,11.24,1009.99,5884.71,4410.09,1559.20,19448869.00,1429.38,133.00,5,5,45,14371.1505945
WE,C85,NLU,3,9,2013,8,2,0,0,0,0,0,10,5452.96,214.10,75.70,45839.58,100.00,0.00,0.00,0.00,265.61,13.35,4.72,178.31,249887.61,134043.93,47391.68,17967774229.33,37.21,22.55,7.97,508.54,10840.62,12168.09,4302.07,148062414.10,2384.62,1195.00,4,6,18,39272.6847353
WE,Hist,NLU,3,1,2013,10,0,0,0,0,0,0,10,5175.24,299.31,94.65,89584.89,100.00,0.00,0.00,0.00,270.82,12.41,3.93,154.11,203041.96,92772.05,29337.10,8606654125.86,91.87,128.01,40.48,16385.54,7250.36,6705.62,2120.50,44965317.67,1917.70,815.44,4,6,22,19828.1861202
WE,Hist,NLU,3,10,2013,7,3,0,0,0,0,0,10,5117.22,380.25,143.72,144589.48,100.00,0.00,0.00,0.00,275.43,15.33,5.79,235.01,206332.03,93523.16,35348.43,8746580685.20,120.97,136.52,51.60,18637.78,4301.89,4174.33,1577.75,17425059.39,1938.14,798.48,6,4,22,12773.0553219
WE,Hist,NLU,3,2,2013,9,1,0,0,0,0,0,10,5120.82,155.47,51.82,24170.07,100.00,0.00,0.00,0.00,283.22,15.88,5.29,252.02,160978.69,24844.80,8281.60,617264008.32,27.67,24.32,8.11,591.48,9941.60,6536.72,2178.91,42728667.72,1452.78,212.65,6,4,35,20408.4722826
WE,Hist,NLU,3,3,2013,7,3,0,0,0,0,0,10,5443.78,213.70,80.77,45668.61,100.00,0.00,0.00,0.00,265.34,11.40,4.31,129.90,208678.29,125266.11,47346.14,15691597226.07,24.78,22.02,8.32,485.09,10400.10,3427.18,1295.35,11745551.02,2019.71,1160.95,4,6,19,14647.6372429
WE,Hist,NLU,3,4,2013,6,3,0,1,0,0,0,10,5394.90,228.35,93.22,52145.33,100.00,0.00,0.00,0.00,273.12,15.62,6.38,244.00,239769.58,76157.99,31091.37,5800039795.40,40.44,60.54,24.71,3664.91,15464.35,10111.80,4128.12,102248465.53,2261.67,695.21,5,5,19,32126.0343742
WE,Hist,NLU,3,5,2013,8,1,0,1,0,0,0,10,5099.99,402.12,142.17,161700.82,100.00,0.00,0.00,0.00,277.20,13.12,4.64,172.11,173133.84,59088.40,20890.91,3491439448.69,39.58,28.88,10.21,834.18,7470.28,5608.19,1982.79,31451745.08,1608.12,525.86,6,4,26,15565.5519782
WE,Hist,NLU,3,6,2013,6,2,0,2,0,0,0,10,4989.18,334.68,136.63,112009.02,100.00,0.00,0.00,0.00,266.81,6.93,2.83,48.00,168859.83,54240.32,22143.52,2942012076.49,55.64,57.60,23.51,3317.25,8459.46,7542.40,3079.17,56887828.80,1624.83,477.25,3,7,38,21340.6687944
WE,Hist,NLU,3,7,2013,9,0,0,1,0,0,0,10,5305.16,318.71,106.24,101573.94,100.00,0.00,0.00,0.00,269.33,14.46,4.82,209.04,258297.63,71807.76,23935.92,5156354318.05,34.00,20.75,6.92,430.73,10990.17,7161.22,2387.07,51283118.67,2506.22,679.17,6,4,16,23083.5971044
WE,Hist,NLU,3,8,2013,9,1,0,0,0,0,0,10,4969.12,322.63,107.54,104090.92,100.00,0.00,0.00,0.00,275.22,12.87,4.29,165.74,153552.21,13373.56,4457.85,178852139.28,59.78,64.05,21.35,4102.99,4961.46,3327.30,1109.10,11070919.09,1428.56,101.37,4,6,33,10506.7696501
WE,Hist,NLU,3,9,2013,6,2,0,2,0,0,0,10,5364.01,255.84,104.45,65455.24,100.00,0.00,0.00,0.00,275.94,13.04,5.32,169.92,383074.95,104579.99,42694.60,10936975294.49,163.76,261.39,106.71,68322.84,14276.74,11879.36,4849.73,141119177.25,3628.17,993.47,9,1,7,31949.3060918
EW,C45,LU,4,1,2014,7,1,0,0,0,0,2,10,5434.38,179.32,67.78,32157.38,100.00,0.00,0.00,0.00,275.43,12.26,4.63,150.19,332829.38,173482.19,65570.10,30096070105.96,54.57,65.47,24.75,4286.21,11372.57,6924.23,2617.11,47944993.05,3104.14,1537.98,6,4,18,21314.3334662
EW,C45,LU,4,10,2014,5,1,0,4,0,0,0,10,5527.94,269.49,120.52,72625.52,100.00,0.00,0.00,0.00,260.56,16.59,7.42,275.07,180636.69,58054.71,25962.86,3370349729.62,43.52,26.32,11.77,692.85,5377.64,2918.85,1305.35,8519694.67,1803.40,639.78,6,4,18,10055.1862814
EW,C45,LU,4,2,2014,4,4,0,0,0,0,2,10,5250.34,328.94,164.47,108202.04,100.00,0.00,0.00,0.00,261.74,19.19,9.60,368.27,370336.60,75001.28,37500.64,5625191465.07,36.63,18.49,9.24,341.80,12254.73,5696.05,2848.03,32445017.55,3744.00,861.10,3,7,32,18579.1428618
EW,C45,LU,4,3,2014,7,2,0,0,0,0,1,10,5172.82,274.85,103.88,75540.86,100.00,0.00,0.00,0.00,275.84,14.90,5.63,222.01,305440.05,131341.65,49642.48,17250628259.76,63.18,64.83,24.50,4202.94,10314.19,9100.69,3439.74,82822470.18,2880.57,1203.94,5,5,25,27416.6017263
EW,C45,LU,4,4,2014,4,3,0,3,0,0,0,10,5315.97,424.04,212.02,179813.04,100.00,0.00,0.00,0.00,267.24,19.56,9.78,382.56,277062.43,167835.71,83917.85,28168824092.35,149.29,152.13,76.06,23143.31,7295.05,7950.02,3975.01,63202867.32,2632.25,1480.83,6,4,23,15967.3822496
EW,C45,LU,4,5,2014,4,2,0,1,0,0,3,10,5466.76,314.33,157.16,98801.28,100.00,0.00,0.00,0.00,261.19,22.86,11.43,522.80,285356.80,171560.98,85780.49,29433170952.72,258.58,418.60,209.30,175227.41,4346.80,3668.92,1834.46,13460948.23,2855.75,1672.76,6,4,36,7828.23642061
EW,C45,LU,4,6,2014,7,3,0,0,0,0,0,10,5079.42,345.13,130.45,119113.39,100.00,0.00,0.00,0.00,271.16,10.82,4.09,117.02,374813.20,134028.59,50658.04,17963662131.93,94.22,72.74,27.49,5291.60,7515.15,8404.85,3176.74,70641530.04,3633.00,1346.48,4,6,34,25719.7759485
EW,C45,LU,4,7,2014,7,3,0,0,0,0,0,10,5033.09,509.40,192.53,259485.35,100.00,0.00,0.00,0.00,275.30,15.24,5.76,232.28,241078.11,128413.52,48535.75,16490032626.66,34.27,15.21,5.75,231.23,8106.15,4497.12,1699.75,20224074.26,2315.71,1236.60,6,4,15,15842.5087513
EW,C45,LU,4,8,2014,3,5,0,1,0,0,1,10,5400.20,397.61,229.56,158092.35,100.00,0.00,0.00,0.00,264.31,17.14,9.89,293.62,388917.49,92078.24,53161.40,8478402961.70,99.80,91.15,52.62,8307.43,5649.73,3036.66,1753.21,9221278.77,3863.00,850.08,6,4,35,8222.37543335
